id,price
1298,692829.6351117516
3228,2115528.9162113564
2647,793901.9609255573
4253,502030.58956849907
6301,1310669.0118047374
4302,7061547.8819558155
5146,1122638.1330726836
927,723191.4675603171
5425,1062148.0218682056
4933,2052397.0041644387
4040,2629630.158141817
677,723981.1900448662
3452,791076.9914950152
4541,2672791.8591241897
5640,2164439.11533064
3159,1877106.5545246524
706,688832.2251148468
4792,4931334.379089859
5443,1586069.3926144468
437,1661989.2000669239
2820,950149.0857680925
3027,1038813.2922450234
4011,1782460.6889990515
4084,3683622.517709521
3662,1302696.2040291834
6498,1121039.4808160018
3703,2450866.7480859333
6165,1510464.2320508657
5812,4443983.854021347
2319,2537973.3623579973
6369,1623679.9182790695
2800,1444380.3297282427
1938,399852.56882814754
675,977979.5449798729
3157,1999618.5174302894
4214,1920272.668220504
2123,372177.46847735794
1219,1972979.6715530439
611,1692319.3618156323
4586,1390293.1635868503
513,1563974.6830904717
4252,576803.9749081789
6670,1228623.4599183113
5059,1265020.0423263556
4794,3620838.0888973232
6920,2005462.5618927109
944,2280796.110317446
1771,3522603.5312482556
2308,628800.9351975089
2493,1893054.7775832813
5820,2611594.228074927
517,932899.2988189796
5537,1110283.8215641312
6877,3001120.5829621237
5261,2326474.0643919366
1657,1662990.6329522352
5570,2092041.20756238
3356,1114051.6334502161
3551,1722677.0271567835
2211,333554.10993980616
4640,1065809.4316818048
6800,1558017.5929654876
1256,1115948.2374047304
3083,1258582.887427416
5764,3619490.992859266
6944,1274108.134017833
4786,1680301.6744968086
5211,1596086.0089533115
6878,3768853.8770148153
2532,3735657.557081015
7086,1095566.6870631173
6729,1966603.6847427855
4590,2049542.2873568223
6411,1548410.080443345
5994,1488584.9260803426
1772,1654682.234487702
2488,765761.8714964936
4549,1814011.2689855993
6036,1076549.281057358
5270,1572753.083321414
3186,2641161.5494477223
6346,1508957.7939834602
4698,1332095.2223998464
3024,1422571.5801819393
99,1219425.465561814
5651,1196854.6449492807
1399,2046853.2558069536
5290,1048002.1958103431
5608,2546021.3795263967
119,467515.24258009257
3277,1165403.050220507
3629,4278926.376866061
1826,1143785.3693455714
6177,1156728.8227972006
5710,3086146.2630289127
2702,2936388.3865715484
1717,1747734.8689346302
4484,1781438.416153605
7074,2399862.917270371
6190,2541246.7216379973
3067,1516566.4851544132
4970,2908914.5787977087
4536,1182003.9819004415
2524,3021894.3361081793
2762,852940.9467323488
799,1619461.2476622392
5219,2831100.6033255327
5370,2304337.0245935605
3184,873637.3729473678
2498,1831846.1975582556
5199,3349936.1621245546
4609,1197132.499278152
6187,3077935.491912059
1206,904972.2381333692
3643,2491521.583218494
3954,2135068.6194388787
6969,810098.1116911182
6663,1841761.445074451
6689,1527836.086063939
1259,3050883.4814366503
5389,1434279.7967373065
2051,785490.695848855
5004,2043893.0811140595
6986,1963598.0298551368
270,741366.8630331592
6356,2766419.9080427657
6477,1509965.610623842
5962,1876639.4954903745
6158,1379474.145162236
901,2041661.5819739948
1302,839658.1882620999
1117,685489.1343534343
6285,5117297.759392883
3325,1149742.678464899
589,1013220.6514363295
801,1075171.836263189
1813,1171233.045027698
4422,4823590.656528648
341,3159446.640368179
4482,1785913.0532880335
1303,1873386.563502519
1218,433551.86702414905
2964,747603.3302559477
1237,666164.8470476274
2959,943888.7613534322
5497,1747677.2835041988
3316,1811571.3004361796
1816,926310.9894980078
4606,1691536.0266610507
6886,4091300.596039466
185,978599.300056536
5061,1251796.9324964164
572,654989.9479203525
1714,741622.2260915225
418,637849.0830728053
4677,1830082.2385464543
4612,2625909.449060356
1676,794815.5986867195
4812,2365735.5768657825
123,607427.9844935971
5284,1312264.135112722
2678,2218922.024754066
6550,1873266.424897816
2139,1941604.7511309842
4524,1921641.710481042
461,1326023.7678837168
2144,1942024.9599334241
3061,2222305.2778466353
2467,842265.7345449957
4051,2019332.876098493
3062,1733433.185855721
1847,772642.0308869497
1426,1192920.9598533623
4910,1942518.2596348708
5278,1422188.3818659477
3084,1144229.5406171829
1733,2458950.9228250594
2951,3867640.080771
2132,1288869.4886373412
4874,2882710.4209612645
6648,2080779.2131043258
2672,551533.4488018341
2977,390528.53959169606
3386,1709676.1939890948
6494,1147394.9292690293
3429,929182.8072811672
1769,2602057.763956241
5373,2283905.9562389315
1207,801030.0720200395
4307,1556232.8873538924
4345,2509586.1112449323
2725,1150559.0980254614
1593,658354.8151555615
1689,662142.1888237922
1057,2089197.0183881982
903,1205302.5432839412
4382,1873551.195234643
5017,2446157.5343368333
1378,1336920.5538216252
585,557251.8512027233
3836,4266813.265411227
5765,3411327.6385504105
5088,2536773.882667951
3093,2511511.01861938
6484,1563948.0395776597
1433,1483455.537240287
3252,1777319.7778729333
5358,1578492.5776573452
2020,1058016.248429999
6428,4694301.740662084
5203,3184851.9005201897
4912,2028608.96009092
3950,3699757.996578116
2138,694381.1277611849
5123,1184099.7226413323
5755,2659324.2055221093
7025,1581780.5908247854
4819,5111822.410144856
6804,1385184.5957734298
2160,1612043.9090442962
74,869728.488185397
4034,2829565.828431624
4220,1312475.0728507324
5743,2755099.520784316
2300,2245627.4222426736
4648,3727440.4046188714
6208,1222051.0250188243
4254,601144.9991242922
794,2257981.7713168655
5458,2390290.8054357227
3045,1329917.1269643402
3164,1028685.2627046554
5415,2577140.557060341
3754,409676.5749993031
3127,3973539.8292188523
6406,1444160.1444516082
2284,752105.463191339
4955,1296410.977969304
4951,2268966.2274130993
5905,1217797.471736786
3734,1366405.3465685693
1868,674507.6051547383
3088,1155518.229125345
5133,1721173.4993370052
7055,1860269.9796867603
486,767809.6220085566
2184,1286252.6042162713
1265,2237327.4022794366
1244,1023280.9948985536
4795,2597354.4385898137
4803,1874403.1134304884
1205,1017324.7649527525
1848,1338314.9193078587
1615,4332005.84002698
5924,1453988.0819006567
5018,1871718.6531399533
6489,1173079.4394075258
2088,539094.3969513327
5499,3543922.2891472313
5150,1161874.0953889736
3091,784698.7504348793
1672,750931.4542135696
294,523337.86348168174
1379,1127116.5700964096
3488,753883.8800838193
1653,1095474.3510622277
1018,1940212.7756925677
3730,1999980.9748517901
3446,2228578.571833529
4212,1464389.0061347694
2055,913339.1516932419
21,1641529.307266448
1980,840324.0472608518
1567,2343269.1151385074
4037,1677576.2523639877
5657,1323557.5229725784
2008,1897797.0063130297
91,719414.9874267657
4928,3015705.9405688173
438,2196960.3492083275
5623,1167682.3343493405
5489,1090281.4606030844
2069,1399906.1780896164
3505,612129.5245290574
3774,1817529.9917946127
5375,2160024.229322868
7050,2048310.4073541777
6584,2543004.804632863
4589,4700358.549826251
534,3018577.8171635186
4446,1787920.7736521428
6083,2686858.3986926135
4466,2122899.9726723125
3720,3751922.205515789
3539,564421.2383842719
562,974162.3842200718
4369,1377208.6497921832
2660,2867533.431919119
162,602660.1954787716
6042,1151097.193074147
2099,1177370.0239638065
139,1985633.7837313404
473,865852.5012472331
500,918324.1279699799
5785,991732.6334425266
4755,1502143.4825921177
6820,1460384.2216415745
3498,957553.9968138984
6845,1742496.0843333611
2911,1534034.9001972855
3173,1443760.9420450258
973,2645284.117863287
3877,1200103.6215305917
1202,951117.6250464551
2497,2779985.9473535675
2572,1701389.6085222682
951,1950288.3294159262
144,1116384.2409057738
4278,1725991.629740656
5356,1681531.1097094924
386,1682287.1294559934
5935,3544149.133278009
728,1451234.5670217974
1875,872362.187508527
3824,2542752.3862507176
6856,1404266.41224323
624,2719409.962758475
2988,640932.7902016421
2832,725333.469754007
2079,581358.1111257598
4224,864152.6614599307
210,642255.8924408794
4308,1599182.7003680135
3128,2267912.418610482
1394,2014102.643229174
4100,2596171.3322191206
1695,1650685.828647306
5149,1081820.1971357078
4897,1374186.9082844746
2313,1125520.70262674
1551,813751.1635093763
6282,8227898.523640946
4859,2930504.4599951804
6651,1184884.9919293816
6639,2543869.194714234
5493,1422954.6252545759
3154,1437226.8189101797
3799,4535013.371396433
6634,1508983.7515530442
3242,1111512.8326351177
2657,911205.7041606258
2551,2508881.8327064
6768,1281314.585170383
4143,1820471.6514206443
3464,1836230.7043877062
3400,1433030.1737872807
1541,1981399.5258893666
1263,936965.7135397444
3859,4887214.103003668
2745,1816879.2263192956
2291,1409875.0574601735
3834,1494797.74828886
4396,1201324.6409684976
3625,969131.7407440655
3243,995435.8565851481
1332,719137.7431111624
6009,1326726.8308646365
698,972883.7275136628
4050,3002039.8786683697
3251,1289440.6876722176
6987,1669894.6667470247
3346,1239355.6164285708
3119,560022.2429038876
1102,686530.1183102505
3815,2183081.6655643606
2785,2890782.1813681507
5792,2456975.8788358485
1739,882371.8326556259
5393,1276734.1069045656
6567,1363789.4181120987
3364,1642321.7496147237
3332,628054.2465997011
3361,475724.18226925714
419,1009265.5346286271
417,886143.5043516392
6318,2261602.262330178
3233,1054766.1734887431
3511,943929.4295170773
5642,1969403.8694852209
1247,538262.6669471114
6162,1579072.8706972792
6163,1405911.7409460638
2698,1116989.2084282096
4311,3051653.243501227
2979,1588451.6783909563
4583,2016376.6772802894
576,740723.7905189841
2506,2740563.2954853834
4208,1930777.9664059193
5677,3295228.82031242
6590,1201625.1216429619
2675,2554396.8424564693
3878,1091396.145424171
3778,1121197.3928526074
1576,1532585.9099447243
4981,5433243.160590984
1493,2324614.3460896146
3705,2441751.8628272223
2904,2192672.4184044884
4743,2062152.0804213248
6135,2494625.286760627
4532,1858002.5957290228
2062,415792.63171210064
6131,1461458.7492333706
5449,1164653.7838768605
4015,1132836.8402302898
5788,3972501.4134114697
4438,1200570.932586743
2168,614347.8377484783
3543,2099871.093094428
3656,1211664.1878119782
4610,3628410.189550228
5109,1082145.4498291118
3804,2107776.382566464
1867,796931.5971082264
5979,1951948.6887645528
4530,1423747.551307006
6148,2708289.6835676422
5467,3169139.932547301
5946,3196851.0924485186
1501,2303313.5450731255
575,2587770.263145753
4853,1452266.1877981971
3482,2740359.417807366
3042,2881623.60994493
3740,1138166.6665214512
3181,560022.2429038876
2535,687672.0457134147
1865,715289.1530129659
5564,2845275.4599165632
856,615385.6307083071
7043,2814725.548735443
5396,1067163.1149879014
5291,1176371.9479222097
369,1405852.6392746614
6453,1843336.8923513398
5249,5068648.321229811
7061,1261020.5449368285
6267,1466119.3765490463
3908,1720451.310128891
4719,1091441.953067941
5054,2090767.8653246928
5349,2006874.8567194552
3053,1846109.0793268173
958,1652340.157158821
4978,886742.334317489
971,792464.3687695065
7058,1563623.831855851
1445,616691.0140746419
616,884694.2604644119
4117,2765416.85251822
4552,1113445.89940257
3275,855363.265653158
921,1938218.2805471474
7064,1320613.2793834559
1626,1579858.6919178735
2059,570112.6621224639
192,1592371.3194400657
6149,2345654.842633927
5941,3722311.684226099
5490,1413502.7849798268
5961,1877591.550368125
1341,1761578.5954207405
2166,1207739.4613390667
4504,1112370.2792463545
6925,1460946.619519619
939,1591181.9526716962
175,423706.0649776105
2617,3603125.5869553317
327,2129605.017871016
4071,971302.1961299111
4757,1040288.2988223666
14,981888.6676908399
6750,3187318.619776758
5753,1095516.9242550738
2228,1165676.1178558879
2463,1704657.5120295181
598,1160889.1046483335
6563,1252493.9809149883
4500,1772159.15987128
209,1647169.5140415125
124,1219018.9294389063
5181,1860236.413771893
7026,1316803.2555658815
5975,1549041.2458084908
969,2479052.2620156053
4826,2518463.501511617
387,1627541.3657478918
5430,1193073.5861826832
4097,3046818.275873545
3832,1801515.3774365159
4210,1563946.6531317118
4053,2030250.8337351696
6609,1838191.010871917
4029,1568033.0929467133
441,1892223.544478978
2545,806787.196788461
1639,1267117.5736454474
7009,2709741.2120681023
5810,3172042.6118006213
4129,2870324.169085976
1295,485223.6540001167
2586,1021134.1360546821
5918,1027142.3164772505
5318,2321571.0754826716
347,970044.310162962
2152,1500268.255832065
2683,686488.6044681566
4086,1915246.969378276
1906,959611.465267825
5165,3552137.53947925
5319,2897152.057635735
1801,888244.3784678915
4394,1969639.4975723273
2216,486733.8567496393
1882,652812.7862059288
2794,1575492.5823428733
1216,651040.0187711066
7000,1208038.3764673767
6306,1371667.885636523
2200,1357496.7920100256
370,1334520.322718996
4174,1146557.725113047
2316,4158133.8231815607
1558,809995.6622359315
5834,1793763.1069894447
2148,1149881.3905429086
4851,2074739.6392517602
3110,906126.1579161369
4977,1242089.913930164
5313,3466312.3291703886
4575,1569493.4014788682
4505,3800033.9653080646
6217,1304428.2579337598
5439,1527493.1326542008
1727,1167029.821886633
6256,2016475.7976483838
581,2303598.9580438165
4285,1021876.7365701762
146,1014419.2513140047
2862,1311412.2220540927
1022,847261.4896823063
2633,1837830.6696190597
5252,2230980.3740255735
3195,1360335.8900168168
2413,3884096.580829706
429,2039290.2389823375
5960,3532432.590155947
1233,819940.692232354
1664,1343924.8629234575
2764,601456.2529825494
5019,1699873.3426320306
3388,1105747.233698165
4249,1821342.3562878333
842,985444.6468767044
1782,701100.0221353811
6069,1198188.953528452
4772,1479823.5720285177
4288,1474366.7931503407
5137,3543701.161265894
732,995459.6009875382
4475,1098544.3399076713
6409,1309683.9762085255
67,946742.2301666616
5082,993277.1538968747
6996,1274899.12969978
5368,2965263.125615328
5648,1319125.906291364
6744,8152533.350262099
542,1147077.1130272902
2197,1559392.2166848236
886,2152452.8293255824
1794,2097778.9330403595
5746,2027102.1936414498
3171,1430250.5907010997
6030,1316047.4066136875
6402,2762600.7173913172
3013,748124.807949968
3785,2357129.546242853
2376,560465.4351928378
3028,756676.2071833166
1944,697990.7521896122
6426,1041683.2861906966
6683,1865923.5723471988
2106,1419666.977375508
4793,1978802.3012742086
6047,1715517.47876485
2674,2026906.913900504
3847,2233434.0631596507
3266,1819336.1911148163
4163,1930847.4995371564
5177,1956974.745972961
2665,1077662.688571449
2541,549718.3211563402
4811,1346391.632476993
4428,2198497.0217448655
1504,569085.3707445406
6578,1151342.4556020664
2986,1117082.171386411
4832,1257880.8543757307
2559,745825.4731712014
1936,633138.9746769492
5885,1695295.2668070844
5348,2306574.7776756235
3167,1469833.2961983713
2407,730107.786337212
4987,2797682.215685654
3919,2227579.0659470167
6682,2072758.941625486
2957,1386302.5536321914
6171,1196188.7200316957
3301,1821649.1070236142
4729,1690396.778124853
6466,1618060.388795638
1735,838374.3416400086
1755,650915.1464544866
3554,1753561.3282685694
2137,603861.3399865589
6211,1497503.684729776
3073,2296144.211866337
784,636106.3567818535
2385,1245688.8921647733
1537,891298.3798927619
6258,3083076.2592581636
5275,1420792.1254756416
1860,717977.5057424502
4574,3476809.0550026875
3923,2006932.437088807
5076,1379342.7200182343
4431,1927319.9872987992
3253,810523.4094887986
1145,8347940.919691523
1892,728213.9886468636
511,1102446.886146484
2065,1132913.314963763
1975,1466876.7204913476
6229,1306651.1888732242
6535,3629334.647619148
6771,1312647.4151219712
2307,723583.5432782682
5505,2745980.9494542596
6598,1757457.5628742331
2603,983846.0925603099
4615,2167574.98854236
1036,1696112.6138365446
3515,2089873.1008308076
941,968220.3322072837
1314,1718915.9869019452
2898,5871370.400838981
505,1222448.7216202558
6164,1563967.5176594916
168,1919363.6518795188
1701,2939836.4831054313
4113,1423410.1836583589
5593,1423413.569299964
7048,1975043.0073177028
2937,556914.7660170229
791,745223.3366757035
7044,3796491.981211714
6737,1100618.6236316038
6851,1829509.4305663437
3227,2553491.054838503
2425,4367549.505742863
2149,588476.6351989073
4393,2427610.121470933
3573,1010358.1047825018
2503,757026.3974818146
2901,2247327.6717489436
1560,2670962.036315625
2602,1047730.9281545342
578,706445.9377167956
5955,1982182.4483632972
3929,1600804.4802183404
6720,1343212.8987321183
2060,531527.2270974723
1967,525423.8603484627
2043,428828.09829663695
5120,1423064.165295336
993,615932.9329316999
202,809329.621553828
5444,1545898.6715980095
3189,897696.2848177879
6614,5168271.57325604
5243,1080179.9083495052
6396,1712439.8675230376
4151,1157688.4171678715
11,772447.8001053624
8,472986.1698594931
3899,991159.5878054927
6937,1457061.4704582046
2491,1675223.6627554726
6714,2068514.372685579
1874,813583.4643607844
2879,1943474.606669828
2914,541135.2935143311
3471,749949.7465611496
2013,373111.06010934646
2721,1030189.5078365497
6372,1410255.442165594
3523,4633168.247958706
5495,1020257.4914589461
3912,3336683.9048053073
2581,1076747.0068814033
2361,2189097.997778382
3365,1019669.1142895373
5209,2044733.893660178
5990,1634869.454217609
1242,680113.3052809789
4816,1725443.2016503196
2136,1300947.5215407873
4104,1095033.923028769
934,2109621.878618045
5283,1283948.7418937697
2097,1820200.7046349426
169,2426060.6280103773
2477,843881.274549383
7092,1345872.7313197171
6775,1343844.0776533498
5053,2322455.764876941
532,2043535.7655917343
187,1721151.4586651716
4880,2105799.4397465554
2400,570873.492017641
2057,694627.9347549475
2799,1416210.9886954892
5189,1197188.4209942755
4450,2404352.718950996
5212,2011907.9685558784
2858,4747802.461289957
2083,728559.6680498533
2268,1952541.6014948064
5357,1681911.5890393273
4602,2188969.646915051
3567,781714.9366339752
3337,1907506.790632544
6021,2432232.458950092
271,889356.8824662572
5075,1574362.9906743672
6752,2459325.77930702
4557,3158249.4076306676
3428,1251813.622668097
4798,2725459.631814968
5247,2670052.2702926393
3540,694926.7447157452
1761,742005.3256917386
1034,679533.0931220759
1074,639468.5219573708
5246,1175641.612900018
2259,2297982.125624458
1268,499433.98218855064
443,1139313.21588413
707,3347958.164594656
6908,2665033.2123243497
3708,3124693.9117613244
6424,1182984.6539851145
3793,1816231.7578968513
2245,963706.9266298877
246,1870261.8792561505
6486,1312335.3965932883
3982,1487525.073462825
2741,1658447.5871746056
2354,2245825.731657609
1926,850072.1285830317
6347,1221807.5876933911
5516,1407086.749334306
1607,1463505.3501554783
6727,1339598.4105804204
421,819858.1007577929
1962,989681.6151850895
4083,7618594.261284424
5868,1793981.3037741615
3596,2582024.3808120526
4463,1401724.146967323
2171,1208331.633239802
3232,883680.9131738227
7075,3542769.3923872616
7107,1912945.5591794867
3807,2402858.1060204324
6872,1127249.2831118517
2032,2832002.0345454225
1503,576247.3684817527
3622,1003998.7226518681
5555,1175520.3557917548
2387,597054.9021191124
3695,1040077.1954162106
6842,2144855.1317682704
2667,1076582.267968754
7001,1165053.4740171118
40,1923368.950306244
2513,881734.115108659
6338,1304040.2016184696
6862,1195273.86533131
389,1436898.6144881027
404,1264400.6311598932
564,7025230.068943715
4048,3050792.265162924
6196,2189108.162920706
6541,1568320.887892041
1982,689607.1309875536
6093,1264693.171436801
560,1627158.0442469125
912,859102.0057143356
5811,4038667.1416626745
6691,1421990.5878050993
6868,1091931.0543096974
5200,3970384.5649437485
3637,1076035.1230819027
6616,2860528.2633491624
5789,2318574.733401321
4872,3470817.942457268
4420,5109868.527155398
1687,2289599.096792975
5916,1192805.9020731677
1490,1720831.3146997024
6840,1770594.7862293473
1344,1172451.6002772506
1020,1798054.9317315542
384,2255658.2762441267
1797,686491.8807943348
2744,1036206.5180337087
2000,1237107.2542388516
4533,1992418.3267597463
621,1287610.728629726
4789,1036747.7393754304
5518,2109841.0807854794
561,968304.639496881
697,1025801.3008502568
2981,927479.514262662
2454,2661153.4567026547
641,886395.6901449054
6035,1205913.0309495016
1628,1783825.8368496583
3685,2012649.228728059
3844,3850341.250116149
3691,662464.9346278068
2531,3646761.661814999
1021,962543.4184974453
282,1191059.5732236882
1837,2794827.7490260284
6885,3326934.5211511357
6261,2019096.6706825646
5031,1868777.2921916381
2130,1591504.7263377393
4961,1154444.8420308502
3385,2868850.707139349
5972,1843004.4748325446
4656,2564661.3498034864
231,1407759.2033000032
2128,1237439.7861674281
6104,2554938.8565269583
1066,2673814.4386583474
3525,1828539.233691148
4102,1894316.0808109387
3670,1175353.3820189289
3069,948805.7577386454
1119,1797095.9391169609
1438,763307.9786814724
3659,2447996.469676807
2998,1803770.362773165
6155,1967054.32451245
5315,3668317.172435498
6383,1023248.0982473376
3886,1238756.8897898365
5645,2021121.4533225247
3564,1202728.098746966
4381,1645608.1727452353
5999,1510058.4016787016
2791,1025769.1815545475
937,2917562.0117003103
2113,1532562.298161183
2101,1906577.986453252
2155,1106902.0571651233
5624,1091413.763904459
5821,1647205.6477978965
5508,2375192.479925933
5040,1200483.7355435346
3987,2146640.11748188
6713,1717056.695231449
6546,2140360.5151148792
1475,1386110.4649843643
6605,2664714.308155298
6354,3766571.41600576
4746,1287986.1291108315
3868,2079468.4874479226
5435,3403689.3563829986
3477,727006.5250223241
1706,1214485.090378644
